"cluster_name","primerid","contrast","Pr(>Chisq)","ci.hi","ci.lo","coef","fdr"
"2","DNAJC15","ageYOUNG",0.00987670760050523,0.0981056535227429,0.0360932815164072,0.0670994675195751,0.0913828903186311
"2","DNAJC19","ageYOUNG",0.260417418222969,0.0689694176092174,-0.00947156464670984,0.0297489264812538,0.452663344201782
"2","DNAJC3","ageYOUNG",0.726381426951735,0.0500140653256952,-0.0614784211308485,-0.00573217790257669,0.818373811615031
"2","DNAJC4","ageYOUNG",0.195206617290853,0.0453183634182226,-0.00708891231227239,0.0191147255529751,0.384811520852971
"2","DNAJC7","ageYOUNG",0.39829889455226,0.0495510934713414,-0.0106350357479963,0.0194580288616725,0.581182180160975
"2","DNAJC8","ageYOUNG",0.767792801019333,0.0613473043299899,-0.0287714457434726,0.0162879292932586,0.847467078147346
"2","DNPEP","ageYOUNG",0.223881028230507,0.0618399169808839,-0.00386040914743717,0.0289897539167234,0.414993415346982
"2","DNPH1","ageYOUNG",0.342058895612421,0.0249372399119681,-0.0434348822558249,-0.00924882117192839,0.531798328403332
"2","DNTTIP2","ageYOUNG",0.174006364209217,0.0474354696165532,-0.0111107638367049,0.0181623528899242,0.362292885967518
"2","DPM1","ageYOUNG",0.695477734473177,0.0488494884042367,-0.0192484905643453,0.0148004989199457,0.797993715434048
"2","DPM3","ageYOUNG",0.38671686207652,0.0554853522100078,-0.0159216259957683,0.0197818631071198,0.571646634705257
"2","DPP7","ageYOUNG",0.0457638706586441,0.0842871511655839,0.0102851353302037,0.0472861432478938,0.191140400677787
"2","DPT","ageYOUNG",0.788310055226617,0.194342797004283,-0.139121720826315,0.0276105380889841,0.861877133336318
"2","DPY30","ageYOUNG",0.327040843678929,0.0659353065728518,-0.00877828790102832,0.0285785093359117,0.520108072123592
"2","DPYSL2","ageYOUNG",0.0485939039068776,-0.0115028876438767,-0.111546049180639,-0.0615244684122578,0.194390527131958
"2","DPYSL3","ageYOUNG",0.104935208388318,0.0575596028540797,-0.000832057727010161,0.0283637725635348,0.279039665163034
"2","DR1","ageYOUNG",0.0485184693419646,-0.00941514907966642,-0.0735721244018889,-0.0414936367407777,0.194390527131958
"2","DRAM1","ageYOUNG",0.0995171432123568,0.049368419976754,-0.00915573448467627,0.0201063427460389,0.271584948171342
"2","DRAM2","ageYOUNG",0.158584799328836,-0.00275572933941861,-0.0610979124103135,-0.0319268208748661,0.346398557207439
"2","DRAP1","ageYOUNG",0.0459812520401055,-0.0525754248592187,-0.177153312633555,-0.114864368746387,0.191140400677787
"2","DSE","ageYOUNG",0.284731759050198,0.0210770138535573,-0.0408763409107679,-0.0098996635286053,0.478276740925418
"2","DSEL","ageYOUNG",0.73198609142552,0.0395037527986068,-0.0186875574752938,0.0104080976616565,0.822253972821385
